id,City,Country,Longitude,Latitude
1350,Kiltamagh,Ireland,-8.9949917,53.8533151
1351,Confey,Ireland,-6.5028415,53.3806398
1352,Wirral,United Kingdom,-3.1605843,53.3758568
1353,Dungloe,Ireland,-6.3695384,53.3734053
1354,Newmarket on Fergus,Ireland,-8.8950821,52.7604883
1355,Liverpool,United Kingdom,-1.3347302,54.7598905
1356,Ballybofey,Ireland,-7.74208,54.70972
1357,Ashbourne,Ireland,-6.1215213,53.2724538
1358,Aughrim,Ireland,-6.366762,53.2987724
1359,Bayside,Ireland,-9.1097137,53.2582868
1360,Rathnew,Ireland,-6.374155,53.3223974
1361,Kinsealy-Drinan,Ireland,-6.1644997,53.4266145
1362,London,United Kingdom,-0.1255489,51.5195403
1363,Langley,United Kingdom,-0.23924,51.888151
1364,Kilcullen,Ireland,-8.5047067,51.8830697
1365,Athy,Ireland,-6.9858993,53.0018699
1366,Denton,United Kingdom,-2.114613,53.455203
1367,Farranacoush,Ireland,-8.5171384,51.876873
1368,Ashbourne,Ireland,-6.1215213,53.2724538
1369,Craigavon,United Kingdom,-6.4175653,54.4429264
1370,Ballisodare,Ireland,-8.5070436,54.2109904
1371,Macroom,Ireland,-8.958931,51.904635
1372,Liverpool,United Kingdom,-2.867264,53.4913801
1373,Rathwire,Ireland,-7.145971,53.508326
1374,Carrigaline,Ireland,-8.3929404,51.8113447
1375,Navan,Ireland,-6.313755,53.366736
1376,Midleton,Ireland,-8.1722173,51.9138694
1377,Stapleford,United Kingdom,-0.687802,53.10672
1378,Sutton,United Kingdom,1.3443099,51.195454
1379,Aghada,Ireland,-8.4627451,54.25645
1380,Kildare,Ireland,-6.9140788,53.169971
1381,Swindon,United Kingdom,-1.7880953,51.5487433
1382,Upton,United Kingdom,-0.7009333,53.3723602
1383,Fermoy,Ireland,-9.5003786,52.4458588
1384,Dún Laoghaire,Ireland,-6.133718,53.291512
1385,Newtown,United Kingdom,-1.3218754,51.3684218
1386,Arklow,Ireland,-8.4523258,51.880525
1387,Crossmolina,Ireland,-6.473025,54.0086093
1388,Castlepollard,Ireland,-7.2979911,53.6785169
1389,Tallaght,Ireland,-6.3660863,53.2874153
1390,Farranacoush,Ireland,-8.5171384,51.876873
1391,Dalkey,Ireland,-6.1072403,53.2780047
1392,Athlone,Ireland,-7.9428197,53.4231032
1393,Coolock,Ireland,-6.1920933,53.3916434
1394,Langley,United Kingdom,-0.23924,51.888151
1395,Tower,Ireland,-80.7087609,35.7797381
1396,Oranmore,Ireland,-9.7359765,54.1433253
1397,Charlton,United Kingdom,-1.407848,51.59119
1398,Tuam,Ireland,-8.83565,53.49417
1399,Gweedore,Ireland,-9.0288689,53.2737147
1400,Sandyford,Ireland,-6.3422325,53.719155
1401,Tullamore,Ireland,-7.518792,53.284466
1402,Skerries,Ireland,-6.1349155,53.5834008
1403,Liverpool,United Kingdom,-2.867264,53.4913801
1404,Newtown,United Kingdom,-1.3218754,51.3684218
1405,London,United Kingdom,-0.0829051,51.5116933
1406,Kinloch,United Kingdom,-6.2823331,57.013064
1407,Kilcullen,Ireland,-8.5047067,51.8830697
1408,Swindon,United Kingdom,-1.7880953,51.5487433
1409,Kiltamagh,Ireland,-8.9949917,53.8533151
1410,Castlerea,Ireland,-8.6346959,53.7423435
1411,Dalkey,Ireland,-6.1072403,53.2780047
1412,Craigavon,United Kingdom,-6.4175653,54.4429264
1413,Bailieborough,Ireland,-6.9711886,53.916791
1414,Castlebellingham,Ireland,-6.391149,53.8996586
1415,Bearna,Ireland,-6.2340942,53.2993199
1416,Sutton,Ireland,-6.1097188,53.3895926
1417,Aberdeen,United Kingdom,-2.2508745,56.968436
1418,Caherconlish,Ireland,-8.3545704,52.5593605
1419,Birmingham,United Kingdom,-1.7138034,52.454148
1420,Moate,Ireland,-6.1942058,53.3604483
1421,Charlesland,Ireland,-6.0690645,53.1257486
1422,Cluain Meala,Ireland,-6.2611953,53.3881832
1423,Ballinteer,Ireland,-6.2554371,53.2767301
1424,Church End,United Kingdom,0.1405602,52.216745
1425,Castlemartyr,Ireland,-8.05,51.9166667
1426,Newbiggin,United Kingdom,-2.0871107,54.9418362
1427,Cloyne,Ireland,-6.2398782,53.32112
1428,Whitwell,United Kingdom,-1.555363,54.3886617
1429,Monaghan,Ireland,-7.0943023,54.2694844
1430,Dean,United Kingdom,-1.504654,51.900276
1431,Kinnegad,Ireland,-9.1327273,53.806868
1432,Confey,Ireland,-6.5028415,53.3806398
1433,Dundrum,Ireland,-6.2508196,53.2866372
1434,Aberdeen,United Kingdom,-2.2508745,56.968436
1435,Bundoran,Ireland,-8.2817353,54.4771768
1436,Cashel,Ireland,-7.888894,52.516323
1437,Church End,United Kingdom,0.1405602,52.216745
1438,Ratoath,Ireland,-6.4671298,53.5050031
1439,Newtown,United Kingdom,-1.3218754,51.3684218
1440,Greenhills,Ireland,-6.336393,53.3122864
1441,Eadestown,Ireland,-6.590926,53.1936864
1442,Charlesland,Ireland,-6.0690645,53.1257486
1443,Malahide,Ireland,-6.1479779,53.450694
1444,Foxrock,Ireland,-6.1011147,53.2000455
1445,Leeds,United Kingdom,-1.56285,53.8145
1446,Macroom,Ireland,-8.958931,51.904635
1447,Kinsale,Ireland,-6.251714,53.3169419
1448,Tower,Ireland,-80.7087609,35.7797381
1449,Castlerea,Ireland,-8.6346959,53.7423435
1450,Trá Mhór,Ireland,-9.0197835,53.2736466
1451,Ashley,United Kingdom,-2.2685462,51.4139633
1452,Athlone,Ireland,-7.9428197,53.4231032
1453,Rathwire,Ireland,-7.145971,53.508326
1454,Raheny,Ireland,-6.1820563,53.3786861
1455,Aberdeen,United Kingdom,-2.2508745,56.968436
1456,Dungarvan,Ireland,-6.1822287,53.3788495
1457,Eaton,United Kingdom,-0.9335791,53.2945961
1458,Rathnew,Ireland,-6.374155,53.3223974
1459,Norton,United Kingdom,-1.1202549,52.2679288
1460,London,United Kingdom,-0.1284654,51.5142805
1461,Muff,Ireland,-7.269174,55.0650892
1462,Kingscourt,Ireland,-6.2755912,53.3500473
1463,Foxrock,Ireland,-6.1011147,53.2000455
1464,Tralee,Ireland,-7.0833118,52.2413206
1465,Foxrock,Ireland,-6.1011147,53.2000455
1466,Athlone,Ireland,-7.9428197,53.4231032
1467,Monkstown,Ireland,-8.9775014,52.8314927
1468,Thomastown,Ireland,-6.7434401,53.2229873
1469,Kilkenny,Ireland,-7.2584,52.655184
1470,Leixlip,Ireland,-6.4887534,53.3653866
1471,Newmarket on Fergus,Ireland,-8.8950821,52.7604883
1472,Oranmore,Ireland,-9.7359765,54.1433253
1473,Kinnegad,Ireland,-9.1327273,53.806868
1474,Ratoath,Ireland,-6.4671298,53.5050031
1475,Burnside,United Kingdom,-3.5420426,55.9206837
1476,Newton,United Kingdom,-3.8847449,57.5842033
1477,Stradbally,Ireland,-8.5054897,52.7107501
1478,Eaton,United Kingdom,-0.9335791,53.2945961
1479,Daingean,Ireland,-7.1297243,52.2509369
1480,Leeds,United Kingdom,-1.56285,53.8145
1481,Sutton,United Kingdom,-0.193961,51.3614279
1482,Clonskeagh,Ireland,-6.2387374,53.3141205
1483,Ballinteer,Ireland,-6.2554371,53.2767301
1484,Coolock,Ireland,-6.1920933,53.3916434
1485,Fairview,Ireland,-6.4202878,54.0026343
1486,Whitchurch,United Kingdom,-2.5573746,51.4057505
1487,Gorey,Ireland,-6.308522,52.665267
1488,Fermoy,Ireland,-9.5003786,52.4458588
1489,Gweedore,Ireland,-9.0288689,53.2737147
1490,Dunmanway,Ireland,-9.1115941,51.7203863
1491,Marston,United Kingdom,-2.244703,52.721723
1492,Piltown,Ireland,-6.3025448,53.6920618
1493,Moville,Ireland,-8.4242597,51.8910459
1494,Sheffield,United Kingdom,-1.7622544,53.3992318
1495,Macroom,Ireland,-8.958931,51.904635
1496,Ballyhaunis,Ireland,-8.7683674,53.7942932
1497,Birr,Ireland,-7.9139891,53.0949398
1498,Clonskeagh,Ireland,-6.2387374,53.3141205
1499,Killorglin,Ireland,-9.7850991,52.1058991
1500,Cobh,Ireland,-8.298942,51.848898
1501,Cherryville,Ireland,-7.1111732,52.2513095
1502,Askeaton,Ireland,-8.9706844,52.6004448
1503,Arklow,Ireland,-8.4523258,51.880525
1504,Bradford,United Kingdom,-1.7937455,53.7832102
1505,London,United Kingdom,-0.1284654,51.5142805
1506,Sallins,Ireland,-6.6633404,53.2492381
1507,Horton,United Kingdom,-2.3523889,51.5598572
1508,Cashel,Ireland,-7.888894,52.516323
1509,Monasterevin,Ireland,-7.0625888,53.1387595
1510,Athy,Ireland,-6.9858993,53.0018699
1511,Balally,Ireland,-6.5899765,52.176031
1512,Dunmanway,Ireland,-9.1115941,51.7203863
1513,Norton,United Kingdom,-1.1202549,52.2679288
1514,Moville,Ireland,-8.4242597,51.8910459
1515,Aughrim,Ireland,-6.366762,53.2987724
1516,Pentre,United Kingdom,-2.941678,52.753093
1517,Birmingham,United Kingdom,-1.8886845,52.4608207
1518,Kilcullen,Ireland,-8.5047067,51.8830697
1519,Donnybrook,Ireland,-6.2324705,53.3177535
1520,Lucan,Ireland,-9.4904891,52.6396679
1521,Kinsealy-Drinan,Ireland,-6.1644997,53.4266145
1522,Kilkenny,Ireland,-7.2584,52.655184
1523,Glasnevin,Ireland,-6.266734,53.3829319
1524,Athlone,Ireland,-7.9428197,53.4231032
1525,Tallaght,Ireland,-6.3660863,53.2874153
1526,Clogherhead,Ireland,-6.2429997,53.7902634
1527,Whitchurch,United Kingdom,-2.5573746,51.4057505
1528,Portarlington,Ireland,-7.185387,53.158984
1529,Ballymun,Ireland,-6.264963,53.3897152
1530,Edinburgh,United Kingdom,-3.1859102,55.9309486
1531,Manchester,United Kingdom,-2.2294364,53.4508777
1532,Clondalkin,Ireland,-6.4496384,53.3582341
1533,Clogherhead,Ireland,-6.2429997,53.7902634
1534,Killumney,Ireland,-8.6340751,52.6638144
1535,Dunlewy,Ireland,-6.1157412,53.2774963
1536,Newport,United Kingdom,1.6993747,52.6915552
1537,Clones,Ireland,-7.2314132,54.1794814
1538,Moate,Ireland,-6.1942058,53.3604483
1539,Buckland,United Kingdom,1.2986666,51.1372058
1540,Aston,United Kingdom,-2.569913,52.684744
1541,Confey,Ireland,-6.5028415,53.3806398
1542,Kinsealy-Drinan,Ireland,-6.1644997,53.4266145
1543,Milltown,Ireland,-7.9027266,53.4148582
1544,Sutton,United Kingdom,1.3443099,51.195454
1545,Thomastown,Ireland,-6.7434401,53.2229873
1546,Dunleer,Ireland,-8.5176583,51.8863277
1547,Kildare,Ireland,-6.9140788,53.169971
1548,Greenhills,Ireland,-6.336393,53.3122864
1549,Claremorris,Ireland,-8.334953,51.8610022
1550,Ratoath,Ireland,-6.4671298,53.5050031
1551,Sandymount,Ireland,-6.2152673,53.3323703
1552,Sandyford,Ireland,-6.3422325,53.719155
1553,Langley,United Kingdom,-0.23924,51.888151
1554,Annacotty,Ireland,-8.5369154,52.6681994
1555,Rathangan,Ireland,-6.9898366,53.2265199
1556,Midleton,Ireland,-8.1722173,51.9138694
1557,Linton,United Kingdom,-2.0215836,54.0542238
1558,Carrigtwohill,Ireland,-8.259128,51.908209
1559,Castlemartyr,Ireland,-8.05,51.9166667
1560,Langley,United Kingdom,-0.23924,51.888151
1561,Castlebridge,Ireland,-6.5853664,53.378253
1562,Adare,Ireland,-6.176659,53.4487975
1563,Dungarvan,Ireland,-6.1822287,53.3788495
1564,Glasgow,United Kingdom,-4.2494388,55.8709949
1565,Castleknock,Ireland,-9.0248232,53.2760162
1566,Kinsealy-Drinan,Ireland,-6.1644997,53.4266145
1567,Fairview,Ireland,-6.4202878,54.0026343
1568,Portumna,Ireland,-8.2215941,53.0917381
1569,Tullyallen,Ireland,-6.4241156,53.7369009
1570,Trá Mhór,Ireland,-9.0197835,53.2736466
1571,Wirral,United Kingdom,-3.1605843,53.3758568
1572,Merton,United Kingdom,-0.2050566,51.4255297
1573,Trá Mhór,Ireland,-9.0197835,53.2736466
1574,Gweedore,Ireland,-9.0288689,53.2737147
1575,Killorglin,Ireland,-9.7850991,52.1058991
1576,Clones,Ireland,-7.2314132,54.1794814
1577,Blarney,Ireland,-8.8562835,53.510243
1578,Newtown,United Kingdom,-1.3218754,51.3684218
1579,Annacotty,Ireland,-8.5369154,52.6681994
1580,Newport,United Kingdom,1.6993747,52.6915552
1581,Castlebridge,Ireland,-6.5853664,53.378253
1582,Killumney,Ireland,-8.6340751,52.6638144
1583,Donnybrook,Ireland,-6.2324705,53.3177535
1584,Ballisodare,Ireland,-8.5070436,54.2109904
1585,Listowel,Ireland,-9.4851741,52.4460804
1586,London,United Kingdom,-0.0983812,51.5267946
1587,Tralee,Ireland,-7.0833118,52.2413206
1588,Oranmore,Ireland,-9.7359765,54.1433253
1589,Kanturk,Ireland,-8.9342111,52.182304
1590,Skerries,Ireland,-6.1349155,53.5834008
1591,Castlepollard,Ireland,-7.2979911,53.6785169
1592,West End,United Kingdom,0.04134,53.46464
1593,Church End,United Kingdom,0.1405602,52.216745
1594,Edinburgh,United Kingdom,-3.1859102,55.9309486
1595,Fermoy,Ireland,-9.5003786,52.4458588
1596,Carlton,United Kingdom,-1.90546,54.256793
1597,Monasterevin,Ireland,-7.0625888,53.1387595
1598,Bearna,Ireland,-6.2340942,53.2993199
1599,Denton,United Kingdom,-2.114613,53.455203
1600,Ballymun,Ireland,-6.264963,53.3897152
1601,Birmingham,United Kingdom,-1.7138034,52.454148
1602,Ratoath,Ireland,-6.4671298,53.5050031
1603,Castlerea,Ireland,-8.6346959,53.7423435
1604,Ballyhaunis,Ireland,-8.7683674,53.7942932
1605,Coolock,Ireland,-6.1920933,53.3916434
1606,Stapleford,United Kingdom,-0.687802,53.10672
1607,Dungloe,Ireland,-6.3695384,53.3734053
1608,Leeds,United Kingdom,-1.56285,53.8145
1609,Ballylinan,Ireland,-7.0472382,52.9480781
1610,Crossmolina,Ireland,-6.473025,54.0086093
1611,Gweedore,Ireland,-9.0288689,53.2737147
1612,Athlone,Ireland,-7.9428197,53.4231032
1613,Edgeworthstown,Ireland,-7.606287,53.6972399
1614,Balrothery,Ireland,-6.1884248,53.5879156
1615,Coolock,Ireland,-6.1920933,53.3916434
1616,Bundoran,Ireland,-8.2817353,54.4771768
1617,London,United Kingdom,-0.1255489,51.5195403
1618,Drumcondra,Ireland,-8.445614,51.8885086
1619,Norton,United Kingdom,-1.1202549,52.2679288
1620,Kinlough,Ireland,-6.1136478,53.2121335
1621,Clogherhead,Ireland,-6.2429997,53.7902634
1622,Listowel,Ireland,-9.4851741,52.4460804
1623,Whitchurch,United Kingdom,-2.5573746,51.4057505
1624,Liverpool,United Kingdom,-2.867264,53.4913801
1625,Farranacoush,Ireland,-8.5171384,51.876873
1626,Castlemartyr,Ireland,-8.05,51.9166667
1627,Ashley,United Kingdom,-2.2685462,51.4139633
1628,Castleblayney,Ireland,-6.64937,54.10269
1629,Loughrea,Ireland,-6.3506335,53.2911347
1630,Adare,Ireland,-6.176659,53.4487975
1631,Templeogue,Ireland,-6.3219759,53.2976886
1632,Aughrim,Ireland,-6.366762,53.2987724
1633,Walton,United Kingdom,-1.585418,52.177639
1634,Raheny,Ireland,-6.1820563,53.3786861
1635,Donegal,Ireland,-8.5946591,54.632283
1636,Ardee,Ireland,-8.4784945,51.8815586
1637,Langley,United Kingdom,-0.23924,51.888151
1638,Clones,Ireland,-7.2314132,54.1794814
1639,Clones,Ireland,-7.2314132,54.1794814
1640,Kildare,Ireland,-6.9140788,53.169971
1641,Sheffield,United Kingdom,-1.4730092,53.3788422
1642,Donnybrook,Ireland,-6.2324705,53.3177535
1643,Killorglin,Ireland,-9.7850991,52.1058991
1644,Sheffield,United Kingdom,-1.7622544,53.3992318
1645,Glasnevin,Ireland,-6.266734,53.3829319
1646,Belmullet,Ireland,-10.0320886,54.2223118
1647,Monaghan,Ireland,-7.0943023,54.2694844
1648,Balrothery,Ireland,-6.1884248,53.5879156
1649,Booterstown,Ireland,-6.1979853,53.3046353
1650,Ballivor,Ireland,-6.1191333,53.1915379
1651,Gort,Ireland,-8.9791425,52.8638391
1652,Thomastown,Ireland,-6.7434401,53.2229873
1653,Monkstown,Ireland,-8.9775014,52.8314927
1654,Killorglin,Ireland,-9.7850991,52.1058991
1655,Edinburgh,United Kingdom,-3.1859102,55.9309486
1656,Adare,Ireland,-6.176659,53.4487975
1657,Tullich,United Kingdom,-3.1269422,57.4694803
1658,Castlebridge,Ireland,-6.5853664,53.378253
1659,Ashford,Ireland,-6.3828795,53.385304
1660,Crossmolina,Ireland,-6.473025,54.0086093
1661,Donabate,Ireland,-6.1544115,53.4855448
1662,Tuam,Ireland,-8.83565,53.49417
1663,Liverpool,United Kingdom,-2.867264,53.4913801
1664,Loughrea,Ireland,-6.3506335,53.2911347
1665,Newtown,United Kingdom,-1.3218754,51.3684218
1666,Ballisodare,Ireland,-8.5070436,54.2109904
1667,Donnycarney,Ireland,-6.218069,53.374266
1668,Whitwell,United Kingdom,-1.555363,54.3886617
1669,Sallins,Ireland,-6.6633404,53.2492381
1670,Milton,United Kingdom,-0.934063,53.248446
1671,Kilmacanoge,Ireland,-6.139018,53.171935
1672,Sutton,United Kingdom,-0.193961,51.3614279
1673,Monasterevin,Ireland,-7.0625888,53.1387595
1674,Ballinteer,Ireland,-6.2554371,53.2767301
1675,Cherryville,Ireland,-7.1111732,52.2513095
1676,Clondalkin,Ireland,-6.4496384,53.3582341
1677,Malahide,Ireland,-6.1479779,53.450694
1678,Bagenalstown,Ireland,-6.9692181,52.7009338
1679,Linton,United Kingdom,-2.0215836,54.0542238
1680,Castleblayney,Ireland,-6.64937,54.10269
1681,Dungloe,Ireland,-6.3695384,53.3734053
1682,Craigavon,United Kingdom,-6.4175653,54.4429264
1683,Dromiskin,Ireland,-6.4008792,53.9215606
1684,Castlerea,Ireland,-8.6346959,53.7423435
1685,Blessington,Ireland,-8.5111664,51.8858819
1686,Malahide,Ireland,-6.1479779,53.450694
1687,Askeaton,Ireland,-8.9706844,52.6004448
1688,Castlebridge,Ireland,-6.5853664,53.378253
1689,Askeaton,Ireland,-8.9706844,52.6004448
1690,Prosperous,Ireland,-6.7515223,53.2888321
1691,Clondalkin,Ireland,-6.4496384,53.3582341
1692,Ratoath,Ireland,-6.4671298,53.5050031
1693,Ferbane,Ireland,-8.4824714,51.8862378
1694,Sandyford,Ireland,-6.3422325,53.719155
1695,Whitegate,Ireland,-6.3539424,53.3666338
1696,Cabinteely,Ireland,-6.1603828,53.2599034
1697,Newbiggin,United Kingdom,-2.0871107,54.9418362
1698,Swindon,United Kingdom,-1.7880953,51.5487433
1699,Kilcullen,Ireland,-8.5047067,51.8830697
1700,Portumna,Ireland,-8.2215941,53.0917381
1701,Ballisodare,Ireland,-8.5070436,54.2109904
1702,Swords,Ireland,-6.2071246,53.4562426
1703,Raphoe,Ireland,-8.2755058,52.2627273
1704,Swinford,Ireland,-8.9480659,53.940892
1705,Horton,United Kingdom,-2.3523889,51.5598572
1706,Farranacoush,Ireland,-8.5171384,51.876873
1707,Upton,United Kingdom,-1.2780726,53.6190091
1708,Caherconlish,Ireland,-8.3545704,52.5593605
1709,Boyle,Ireland,-8.2969737,53.9735591
1710,Cavan,Ireland,-7.297914,54.026345
1711,Edinburgh,United Kingdom,-3.1859102,55.9309486
1712,Ballymahon,Ireland,-7.7655701,53.5650926
1713,Hatton,United Kingdom,-1.6462357,52.300713
1714,Ford,United Kingdom,-1.875716,51.962948
1715,Thomastown,Ireland,-6.7434401,53.2229873
1716,Crumlin,Ireland,-6.3048641,53.3284298
1717,Oranmore,Ireland,-9.7359765,54.1433253
1718,Macroom,Ireland,-8.958931,51.904635
1719,Sallins,Ireland,-6.6633404,53.2492381
1720,Birmingham,United Kingdom,-1.7138034,52.454148
1721,Burnside,United Kingdom,-3.5420426,55.9206837
1722,Macroom,Ireland,-8.958931,51.904635
1723,Manorhamilton,Ireland,-8.1722002,54.3051891
1724,Marston,United Kingdom,-2.244703,52.721723
1725,Piltown,Ireland,-6.3025448,53.6920618
1726,Castlebridge,Ireland,-6.5853664,53.378253
1727,Clonskeagh,Ireland,-6.2387374,53.3141205
1728,Clones,Ireland,-7.2314132,54.1794814
1729,Bradford,United Kingdom,-1.7937455,53.7832102
1730,Preston,United Kingdom,-2.70309,53.763201
1731,Pentre,United Kingdom,-2.941678,52.753093
1732,Clogherhead,Ireland,-6.2429997,53.7902634
1733,Granard,Ireland,-7.5011999,53.776647
1734,Tullamore,Ireland,-7.518792,53.284466
1735,Middleton,United Kingdom,-0.766168,52.501244
1736,Listowel,Ireland,-9.4851741,52.4460804
1737,Castlemartyr,Ireland,-8.05,51.9166667
1738,Sandyford,Ireland,-6.3422325,53.719155
1739,Ballisodare,Ireland,-8.5070436,54.2109904
1740,Castleblayney,Ireland,-6.64937,54.10269
1741,Leixlip,Ireland,-6.4887534,53.3653866
1742,London,United Kingdom,-0.1401487,51.4984999
1743,Brampton,United Kingdom,1.580316,52.382748
1744,Kinlough,Ireland,-6.1136478,53.2121335
1745,Leeds,United Kingdom,-1.56285,53.8145
1746,Monkstown,Ireland,-8.9775014,52.8314927
1747,Clogherhead,Ireland,-6.2429997,53.7902634
1748,Cloyne,Ireland,-6.2398782,53.32112
1749,Raheny,Ireland,-6.1820563,53.3786861
1750,Gweedore,Ireland,-9.0288689,53.2737147
1751,Drumcondra,Ireland,-8.445614,51.8885086
1752,Bristol,United Kingdom,-2.6467239,51.4063964
1753,Seaton,United Kingdom,-0.672296,52.574095
1754,Birmingham,United Kingdom,-1.8886845,52.4608207
1755,Aston,United Kingdom,-2.569913,52.684744
1756,Dunleer,Ireland,-8.5176583,51.8863277
1757,Whitwell,United Kingdom,-1.555363,54.3886617
1758,Ballivor,Ireland,-6.1191333,53.1915379
1759,Ballinteer,Ireland,-6.2554371,53.2767301
1760,Whitegate,Ireland,-6.3539424,53.3666338
1761,Dean,United Kingdom,-1.504654,51.900276
1762,Annacotty,Ireland,-8.5369154,52.6681994
1763,Leeds,United Kingdom,-1.56285,53.8145
1764,Whitegate,Ireland,-6.3539424,53.3666338
1765,Coolock,Ireland,-6.1920933,53.3916434
1766,Donegal,Ireland,-8.5946591,54.632283
1767,Cill Airne,Ireland,-6.2890702,53.3201497
1768,Raheny,Ireland,-6.1820563,53.3786861
1769,Whitchurch,United Kingdom,-2.5573746,51.4057505
1770,London,United Kingdom,-0.1401487,51.4984999
1771,Swinford,Ireland,-8.9480659,53.940892
1772,Drumcondra,Ireland,-8.445614,51.8885086
1773,Killumney,Ireland,-8.6340751,52.6638144
1774,Twyford,United Kingdom,-0.922509,52.683916
1775,Milton,United Kingdom,-2.955445,57.6727414
1776,Moycullen,Ireland,-9.159604,53.302644
1777,Cabinteely,Ireland,-6.1603828,53.2599034
1778,Edinburgh,United Kingdom,-3.1859102,55.9309486
1779,Donnycarney,Ireland,-6.218069,53.374266
1780,Dún Laoghaire,Ireland,-6.133718,53.291512
1781,Loughrea,Ireland,-6.3506335,53.2911347
1782,Dean,United Kingdom,-1.504654,51.900276
1783,Kilmacanoge,Ireland,-6.139018,53.171935
1784,Moville,Ireland,-8.4242597,51.8910459
1785,Old Kilcullen,Ireland,-6.7449927,53.1310185
1786,Charlesland,Ireland,-6.0690645,53.1257486
1787,Ballyboden,Ireland,-6.3049392,53.3021194
1788,Moycullen,Ireland,-9.159604,53.302644
1789,Youghal,Ireland,-7.8434254,51.949401
1790,Belmullet,Ireland,-10.0320886,54.2223118
1791,Aghada,Ireland,-8.4627451,54.25645
1792,Cork,Ireland,-8.489012,51.923707
1793,Swinford,Ireland,-8.9480659,53.940892
1794,London,United Kingdom,-0.0829051,51.5116933
1795,Rathdrum,Ireland,-6.163027,53.2339841
1796,Valleymount,Ireland,-6.3077823,53.3655256
1797,Old Kilcullen,Ireland,-6.7449927,53.1310185
1798,Granard,Ireland,-7.5011999,53.776647
1799,Granard,Ireland,-7.5011999,53.776647
1800,Birmingham,United Kingdom,-1.7138034,52.454148
1801,Kildare,Ireland,-6.9140788,53.169971
1802,Milton,United Kingdom,-2.955445,57.6727414
1803,Craigavon,United Kingdom,-6.4175653,54.4429264
1804,Whitchurch,United Kingdom,-2.5573746,51.4057505
1805,Monasterevin,Ireland,-7.0625888,53.1387595
1806,Liverpool,United Kingdom,-1.3347302,54.7598905
1807,Aughrim,Ireland,-6.366762,53.2987724
1808,Upton,United Kingdom,-0.7009333,53.3723602
1809,Ballyboden,Ireland,-6.3049392,53.3021194
1810,Cashel,Ireland,-7.888894,52.516323
1811,Fermoy,Ireland,-9.5003786,52.4458588
1812,Cavan,Ireland,-7.297914,54.026345
1813,Kilcullen,Ireland,-8.5047067,51.8830697
1814,Castlebridge,Ireland,-6.5853664,53.378253
1815,Sallins,Ireland,-6.6633404,53.2492381
1816,Cherryville,Ireland,-7.1111732,52.2513095
1817,Bradford,United Kingdom,-1.7937455,53.7832102
1818,London,United Kingdom,-0.1284654,51.5142805
1819,Longwood,Ireland,-6.2892907,53.310122
1820,Newtown,United Kingdom,-1.3218754,51.3684218
1821,Booterstown,Ireland,-6.1979853,53.3046353
1822,Farranacoush,Ireland,-8.5171384,51.876873
1823,Dunmanway,Ireland,-9.1115941,51.7203863
1824,Kinloch,United Kingdom,-6.2823331,57.013064
1825,Eaton,United Kingdom,-0.9335791,53.2945961
1826,Normanton,United Kingdom,-0.622129,52.643749
1827,Thorpe,United Kingdom,-1.9847194,54.0521127
1828,Tullyallen,Ireland,-6.4241156,53.7369009
1829,Liverpool,United Kingdom,-1.3347302,54.7598905
1830,Virginia,Ireland,-6.2633149,53.377533
1831,Ashley,United Kingdom,-2.2685462,51.4139633
1832,Milltown,Ireland,-7.9027266,53.4148582
1833,Coolock,Ireland,-6.1920933,53.3916434
1834,Loughrea,Ireland,-6.3506335,53.2911347
1835,Kiltamagh,Ireland,-8.9949917,53.8533151
1836,Bayside,Ireland,-9.1097137,53.2582868
1837,Sutton,Ireland,-6.1097188,53.3895926
1838,Ardee,Ireland,-8.4784945,51.8815586
1839,Craigavon,United Kingdom,-6.4175653,54.4429264
1840,Whitchurch,United Kingdom,-2.5573746,51.4057505
1841,Bayside,Ireland,-9.1097137,53.2582868
1842,Longford,Ireland,-7.8004329,53.7283566
1843,Wootton,United Kingdom,-0.9009942,52.2063851
1844,Buckland,United Kingdom,1.2986666,51.1372058
1845,Liverpool,United Kingdom,-2.867264,53.4913801
1846,Thorpe,United Kingdom,-1.9847194,54.0521127
1847,Birr,Ireland,-7.9139891,53.0949398
1848,Kilcullen,Ireland,-8.5047067,51.8830697
1849,Ashley,United Kingdom,-2.2685462,51.4139633
1850,Clogherhead,Ireland,-6.2429997,53.7902634
1851,Mallow,Ireland,-8.642661,52.1361219
1852,Loughrea,Ireland,-6.3506335,53.2911347
1853,Annacotty,Ireland,-8.5369154,52.6681994
1854,Marston,United Kingdom,-2.244703,52.721723
1855,Denton,United Kingdom,-2.114613,53.455203
1856,Kiltamagh,Ireland,-8.9949917,53.8533151
1857,Annacotty,Ireland,-8.5369154,52.6681994
1858,Middleton,United Kingdom,-0.766168,52.501244
1859,Cabinteely,Ireland,-6.1603828,53.2599034
1860,Monkstown,Ireland,-8.9775014,52.8314927
1861,Greenhills,Ireland,-6.336393,53.3122864
1862,Dean,United Kingdom,-1.504654,51.900276
1863,Brampton,United Kingdom,1.580316,52.382748
1864,Balrothery,Ireland,-6.1884248,53.5879156
1865,Kingscourt,Ireland,-6.2755912,53.3500473
1866,Coolock,Ireland,-6.1920933,53.3916434
1867,Ashbourne,Ireland,-6.1215213,53.2724538
1868,Prosperous,Ireland,-6.7515223,53.2888321
1869,Manchester,United Kingdom,-2.2294364,53.4508777
1870,Crumlin,Ireland,-6.3048641,53.3284298
